Season,First Name,Last Name,Team,Age,Role,WAR,W,L,ERA,GP,GS,IP,CG,SHO,SV,K,BB,H,ER,HR,HBP,FIP,TP,BF,RA,WP,BAA,WHIP,WPCT,OBPA,K/BB,K/9,BB/9,H/9,HR/9,PPI,PPG,RA,Def,Corr,RA9def,RAA,RAAlev,WAA,WAR
9,Shane,Maldonado,MFP,34,SP,0.6,2,4,3.73,11,11,41.0,0,0,0,25,18,27,17,2,0,3.34,627,169,22,1,.160,1.10,.133,.266,1.39,5.5,4.0,5.9,0.4,15.3,57.0,22,-0.09,0.006,4.81,-1.74,-1.74,-0.18,0.59
9,Harper,Donathan,BBR,34,SP/RP,1.5,1,6,3.73,16,16,62.2,0,0,0,48,23,47,26,4,3,3.28,947,256,27,0,.184,1.12,.143,.285,2.09,6.9,3.3,6.8,0.6,15.1,59.2,27,0.25,0.009,3.91,3.43,3.35,0.34,1.45
9,Jaden,McKee,MFP,34,SP,2.4,5,8,3.75,20,20,96.0,1,1,0,76,32,91,40,7,5,3.27,1530,412,42,2,.221,1.28,.385,.311,2.38,7.1,3.0,8.5,0.7,15.9,76.5,42,-0.21,0.014,3.92,5.43,5.43,0.56,2.35
9,Yordan,Sierra,BUS,22,SP,2.6,8,6,3.77,20,20,102.2,1,1,0,86,40,87,43,9,4,3.35,1561,431,45,0,.202,1.24,.571,.304,2.15,7.5,3.5,7.6,0.8,15.2,78.1,45,1.38,0.015,4.07,6.72,6.72,0.69,2.60
9,Johnathan,Bentley,BBR,31,RP,1.5,6,3,3.78,49,0,64.1,0,0,0,60,24,46,27,9,3,3.50,997,264,27,1,.174,1.09,.667,.277,2.50,8.4,3.4,6.4,1.3,15.5,20.3,27,0.24,0.009,3.81,4.26,4.10,0.42,1.50
9,Lilyana,Peralta,NYN,32,CL,0.9,1,2,3.79,42,0,38.0,0,0,21,35,10,42,16,1,1,2.89,604,163,16,0,.258,1.37,.133,.325,3.50,8.3,2.4,9.9,0.2,15.9,14.4,16,0.19,0.006,3.83,2.48,2.48,0.25,0.90
9,Henry,Yurt,DAK,35,SP,2.4,4,6,3.80,20,20,104.1,1,0,0,87,34,95,44,10,3,3.31,1573,439,47,0,.216,1.24,.400,.301,2.56,7.5,2.9,8.2,0.9,15.1,78.7,47,0.34,0.015,4.08,4.16,4.16,0.43,2.38
9,Gristle,McThornbody,JAK,24,CL,0.7,2,4,3.82,31,0,30.2,0,0,20,24,18,39,13,1,0,3.31,537,141,13,0,.277,1.86,.133,.404,1.13,7.0,5.3,11.4,0.3,17.5,17.3,13,0.37,0.004,3.92,1.47,1.59,0.16,0.67
9,Nicholas,Clarke,NGO,26,SP,1.9,7,4,3.84,20,20,93.2,1,1,0,61,34,100,40,9,4,3.49,1521,410,43,1,.244,1.43,.636,.337,1.79,5.9,3.3,9.6,0.9,16.2,76.1,43,0.49,0.014,4.18,1.79,1.79,0.18,1.93
9,Vienna,Rowan,PIT,32,RP,1.2,4,1,3.86,51,0,65.1,0,0,0,76,18,61,28,9,1,3.21,1050,273,31,0,.223,1.21,.800,.293,4.22,10.5,2.5,8.4,1.2,16.1,20.6,31,-0.49,0.010,4.20,1.12,1.08,0.11,1.21
9,Fox,Deleon,SEO,31,SP,2.1,4,3,3.86,19,19,81.2,0,0,0,73,50,72,35,8,6,3.61,1389,367,35,0,.196,1.49,.571,.349,1.46,8.0,5.5,7.9,0.9,17.0,73.1,35,1.31,0.012,4.00,5.93,5.93,0.61,2.13
9,Dub,Mosley,SEO,35,CL,0.5,4,9,3.86,44,0,44.1,0,0,18,35,14,39,19,6,2,3.52,666,184,24,1,.212,1.20,.308,.299,2.50,7.1,2.8,7.9,1.2,15.0,15.1,24,0.72,0.006,5.02,-1.90,-1.90,-0.20,0.55
9,Karter,Reed,JSB,22,SP/RP,1.3,3,3,3.88,20,20,72.0,0,0,0,77,24,61,31,6,4,3.14,1131,307,35,0,.199,1.18,.500,.290,3.21,9.6,3.0,7.6,0.8,15.7,56.6,35,-0.44,0.010,4.32,0.29,0.29,0.03,1.31
9,Kyla,Sullivan,NYN,33,RP,1.0,16,5,3.90,42,0,60.0,0,0,0,42,21,58,26,10,2,3.74,940,256,29,1,.227,1.32,.762,.316,2.00,6.3,3.2,8.7,1.5,15.7,22.4,29,0.29,0.009,4.39,0.19,0.18,0.02,1.03
9,Samuel,Maclary,CHI,35,SP,1.4,5,7,3.90,18,18,87.2,1,1,0,64,30,74,38,10,2,3.47,1409,368,44,2,.201,1.19,.417,.288,2.13,6.6,3.1,7.6,1.0,16.1,78.3,44,1.02,0.013,4.62,-2.39,-2.39,-0.25,1.39
9,Cherlock,Davenport,NGO,36,RP,0.4,3,1,3.91,13,0,23.0,0,0,2,14,7,23,10,2,0,3.38,334,99,11,0,.232,1.30,.750,.303,2.00,5.5,2.7,9.0,0.8,14.5,25.7,11,0.12,0.003,4.35,-0.06,-0.06,-0.01,0.38
9,Chip,Krasmynski,SPT,22,SP,2.0,4,8,3.94,20,20,93.2,2,1,0,102,27,89,41,10,1,3.14,1426,394,44,1,.226,1.24,.133,.297,3.78,9.8,2.6,8.6,1.0,15.2,71.3,44,-1.70,0.014,4.06,2.90,2.90,0.30,2.04
9,Trespasse,Flowers,DAK,26,RP,0.5,5,5,3.94,41,0,45.2,0,0,0,37,22,52,20,6,2,3.65,774,213,25,0,.244,1.62,.500,.357,1.68,7.3,4.3,10.2,1.2,16.9,18.9,25,0.16,0.007,4.96,-2.72,-2.72,-0.28,0.48
9,Hadassah,Quinto,CDMX,40,RP,0.9,4,4,3.98,34,0,43.0,0,0,0,29,12,43,19,5,4,3.53,646,177,19,0,.243,1.28,.500,.133,2.42,6.1,2.5,9.0,1.0,15.0,19.0,19,0.24,0.006,4.03,1.87,1.80,0.19,0.91
9,Jagger,Potts,PIT,29,SP/RP,1.7,3,7,3.99,20,20,76.2,0,0,0,64,25,68,34,8,3,3.36,1136,320,34,1,.213,1.21,.300,.300,2.56,7.5,2.9,8.0,0.9,14.8,56.8,34,-0.64,0.011,3.92,3.75,3.67,0.38,1.73
9,Tandy,McDaniel,NYF,33,SP,1.4,2,5,4.00,20,20,92.1,0,0,0,70,36,95,41,8,3,3.39,1533,400,48,0,.238,1.42,.286,.335,1.94,6.8,3.5,9.3,0.8,16.6,76.7,48,0.53,0.013,4.73,-2.94,-2.94,-0.30,1.42
9,Jose,Brock,NGO,36,RP,0.6,3,5,4.01,31,0,42.2,0,0,3,30,19,45,19,4,0,3.48,692,183,21,1,.246,1.50,.375,.350,1.58,6.3,4.0,9.5,0.8,16.2,22.3,21,0.21,0.006,4.47,-0.68,-0.68,-0.07,0.64
9,Cullen,Burton,VAL,30,SP,1.3,3,7,4.04,20,20,64.2,1,0,0,55,15,73,29,8,2,3.33,1004,274,30,0,.266,1.36,.300,.328,3.67,7.7,2.1,10.2,1.1,15.5,50.2,30,0.05,0.009,4.18,1.15,1.15,0.12,1.32
9,Chard,Rilow,PDX,34,SP,2.4,6,7,4.04,20,20,98.0,2,1,0,78,32,96,44,15,2,3.58,1534,410,44,2,.234,1.31,.462,.317,2.44,7.2,2.9,8.8,1.4,15.7,76.7,44,-0.65,0.014,3.98,5.69,5.69,0.59,2.42
9,Everly,Valdez,NGO,34,SP,1.2,5,9,4.05,20,20,95.2,1,0,0,76,52,86,43,12,2,3.68,1517,417,51,1,.206,1.44,.357,.336,1.46,7.1,4.9,8.1,1.1,15.9,75.9,51,0.45,0.014,4.84,-5.20,-5.20,-0.54,1.25
9,Newt,Hughes,DUB,35,RP,1.4,8,4,4.05,53,0,60.0,0,0,0,55,22,54,27,6,3,3.34,903,248,27,1,.218,1.27,.667,.319,2.50,8.3,3.3,8.1,0.9,15.1,17.0,27,-0.80,0.009,3.93,3.69,3.55,0.37,1.38
9,Maci,Watson,DAK,37,SP,1.2,3,1,4.06,20,20,82.0,1,1,0,61,37,81,37,11,2,3.66,1344,351,43,0,.231,1.44,.750,.342,1.65,6.7,4.1,8.9,1.2,16.4,67.2,43,0.27,0.012,4.75,-2.79,-2.79,-0.29,1.25
9,Dawn,Anger,PAL,24,SP,2.2,6,8,4.07,20,20,104.0,3,2,0,80,25,101,47,9,5,3.25,1552,431,50,3,.234,1.21,.429,.304,3.20,6.9,2.2,8.7,0.8,14.9,77.6,50,-0.72,0.015,4.26,2.66,2.66,0.27,2.22
9,Iceman,Jugo,MFP,39,SP,1.0,0,5,4.07,9,9,42.0,1,0,0,15,11,42,19,4,4,3.63,639,180,19,1,.233,1.26,.000,.317,1.36,3.2,2.4,9.0,0.9,15.2,71.0,19,-0.10,0.006,4.05,1.76,1.76,0.18,0.97
9,Snak,Morrison,MFP,37,RP,0.4,3,4,4.08,44,0,53.0,0,0,2,24,31,55,24,4,4,3.79,893,242,31,0,.227,1.62,.429,.372,0.77,4.1,5.3,9.3,0.7,16.8,20.3,31,-0.13,0.008,5.24,-4.92,-4.92,-0.51,0.39
9,Kennedy,Carlson,MUN,33,RP,0.8,7,3,4.09,35,0,44.0,0,0,0,33,16,42,20,4,0,3.36,675,185,21,2,.227,1.32,.700,.314,2.06,6.7,3.3,8.6,0.8,15.3,19.3,21,0.15,0.006,4.33,0.77,0.74,0.08,0.82
9,Barny,Friedman,SPT,25,RP,0.5,1,2,4.11,45,0,46.0,0,0,0,33,18,52,21,8,2,3.81,803,204,26,1,.255,1.52,.133,.353,1.83,6.5,3.5,10.2,1.6,17.5,17.8,26,-0.96,0.007,4.90,-2.95,-2.95,-0.30,0.47
9,Rochelle,Karp,HAV,37,RP,1.0,5,2,4.12,44,0,54.2,0,0,1,33,16,61,25,8,2,3.66,833,232,26,0,.263,1.41,.714,.341,2.06,5.4,2.6,10.0,1.3,15.2,18.9,26,-0.30,0.008,4.23,1.14,1.12,0.11,1.03
9,Danger,Palace,BBR,34,SP,0.3,1,2,4.12,8,8,19.2,0,0,0,12,12,16,9,4,1,4.24,313,86,10,0,.186,1.42,.133,.337,1.00,5.5,5.5,7.3,1.8,15.9,39.1,10,0.08,0.003,4.61,-0.41,-0.41,-0.04,0.32
9,Volodymyr,Antonyuk,SEO,20,SP/RP,0.9,2,1,4.14,17,12,50.0,0,0,0,48,26,40,23,4,1,3.35,808,215,25,1,.186,1.32,.667,.312,1.85,8.6,4.7,7.2,0.7,16.2,47.5,25,0.77,0.007,4.64,-0.03,-0.03,0.00,0.89
9,Evermore,Nixon,CHI,38,SP,0.9,4,3,4.15,9,9,43.1,1,1,0,35,21,47,20,2,0,3.25,700,196,20,0,.240,1.57,.571,.347,1.67,7.3,4.4,9.8,0.4,16.2,77.8,20,0.54,0.006,4.27,0.54,0.54,0.06,0.86
9,Tobias,Mena,NYF,34,RP,0.6,6,4,4.17,37,0,45.1,0,0,1,44,12,49,21,9,1,3.60,721,198,24,0,.247,1.35,.600,.313,3.67,8.7,2.4,9.7,1.8,15.9,19.5,24,0.24,0.007,4.81,-1.97,-1.97,-0.20,0.56
9,Dex,Pickles,BSD,32,SP,1.4,5,9,4.18,20,20,97.0,1,0,0,89,35,86,45,9,4,3.29,1528,411,50,0,.209,1.25,.357,.304,2.54,8.3,3.2,8.0,0.8,15.8,76.4,50,0.54,0.014,4.69,-3.73,-3.73,-0.38,1.43
9,Jeremiah,Wade,CAS,37,SP,2.1,7,5,4.18,20,20,88.1,0,0,0,82,26,92,41,11,0,3.32,1419,371,41,0,.248,1.34,.583,.318,3.15,8.4,2.6,9.4,1.1,16.1,71.0,41,-1.93,0.013,3.98,4.86,4.86,0.50,2.15
9,Brantley,Driver,CAR,28,RP,0.4,2,5,4.18,34,0,47.1,0,0,2,33,17,44,22,3,2,3.31,746,197,28,1,.223,1.29,.286,.320,1.94,6.3,3.2,8.4,0.6,15.8,21.9,28,-0.03,0.007,5.32,-3.91,-3.91,-0.40,0.39
9,Francis,King,VAL,28,SP,1.9,5,9,4.19,20,20,92.1,1,0,0,71,46,95,43,11,1,3.61,1524,408,43,1,.233,1.53,.357,.348,1.54,6.9,4.5,9.3,1.1,16.5,76.2,43,0.08,0.013,4.20,1.48,1.48,0.15,1.88
9,Grecco,Portillo,GLA,32,RP,0.3,1,0,4.20,13,0,15.0,0,0,0,17,2,18,7,3,0,3.34,244,62,7,0,.290,1.13,1.000,.323,8.50,10.2,1.2,10.8,1.8,16.3,18.8,7,-0.14,0.002,4.12,0.61,0.59,0.06,0.31
9,Kylie,Buttes,NYN,34,RP,0.1,2,1,4.22,18,0,21.1,0,0,0,24,8,22,10,3,1,3.38,361,95,13,0,.232,1.41,.667,.326,3.00,10.1,3.4,9.3,1.3,16.9,20.1,13,0.10,0.003,5.52,-2.61,-2.61,-0.27,0.09
9,Lucifer,Curly,NGO,31,SP,1.4,6,9,4.23,20,20,100.0,0,0,0,73,30,109,47,14,3,3.55,1535,429,52,0,.254,1.39,.400,.331,2.43,6.6,2.7,9.8,1.3,15.4,76.8,52,0.50,0.015,4.73,-4.16,-4.16,-0.43,1.44
9,Axl,Trujillo,MSLA,35,RP,0.5,3,1,4.24,30,0,40.1,0,0,5,34,17,46,19,4,0,3.39,673,180,22,2,.256,1.56,.750,.350,2.00,7.6,3.8,10.3,0.9,16.7,22.4,22,-0.16,0.006,4.87,-2.03,-2.03,-0.21,0.47
9,Erick,Cooker,NYN,33,SP/RP,0.5,6,1,4.25,46,2,59.1,0,0,1,48,29,70,28,9,1,3.72,1016,272,34,1,.257,1.67,.857,.368,1.66,7.3,4.4,10.6,1.4,17.1,22.1,34,0.30,0.009,5.20,-5.15,-5.15,-0.53,0.52
9,Anthony,Feducci,VAL,31,RP,0.9,9,5,4.25,49,0,59.1,0,0,0,51,16,56,28,7,1,3.32,895,247,29,3,.227,1.21,.643,.296,3.19,7.7,2.4,8.5,1.1,15.1,18.3,29,0.05,0.009,4.41,-0.55,-0.55,-0.06,0.94
9,Adonis,Howe,PDX,28,SP,2.0,5,4,4.26,20,20,95.0,0,0,0,83,32,107,45,9,6,3.33,1576,419,46,0,.255,1.46,.556,.346,2.59,7.9,3.0,10.1,0.9,16.6,78.8,46,-0.66,0.014,4.30,2.21,2.21,0.23,2.00
9,Donovan,Frigate,JAK,21,RP,0.5,8,5,4.27,47,0,59.0,0,0,0,42,21,65,28,7,1,3.51,949,256,33,0,.254,1.46,.615,.340,2.00,6.4,3.2,9.9,1.1,16.1,20.2,33,0.70,0.009,5.14,-5.14,-5.14,-0.53,0.47
9,Kelly,Overlord,HAV,33,SP,1.6,4,9,4.28,19,18,75.2,0,0,0,69,40,74,36,10,5,3.66,1309,336,36,0,.220,1.51,.308,.354,1.73,8.2,4.8,8.8,1.2,17.3,68.9,36,-0.37,0.011,4.24,1.69,1.69,0.17,1.58
9,Holly,Furthermore,HAV,34,RP,0.8,4,4,4.30,42,0,46.0,0,0,0,45,24,41,22,5,3,3.51,763,206,23,0,.199,1.41,.500,.330,1.88,8.8,4.7,8.0,1.0,16.6,18.2,23,-0.23,0.007,4.46,-0.19,-0.19,-0.02,0.76
9,Kinley,Blair,KBC,35,SP/RP,1.1,0,9,4.32,19,19,75.0,0,0,0,62,31,65,36,10,1,3.55,1118,315,39,0,.206,1.28,.000,.308,2.00,7.4,3.7,7.8,1.2,14.9,58.8,39,-0.35,0.011,4.64,-2.08,-2.08,-0.21,1.12
9,Fivespice,Brie,NYF,37,RP,0.3,1,0,4.32,13,0,16.2,0,0,0,13,4,14,8,0,1,2.88,235,68,8,0,.206,1.08,1.000,.279,3.25,7.0,2.2,7.6,0.0,14.1,18.1,8,0.09,0.002,4.37,0.10,0.09,0.01,0.28
9,Barrett,Reyes,SCS,28,RP,0.9,7,2,4.32,38,0,50.0,0,0,1,39,20,38,24,8,8,3.83,791,210,24,1,.181,1.16,.778,.314,1.95,7.0,3.6,6.8,1.4,15.8,20.8,24,0.09,0.007,4.34,0.77,0.75,0.08,0.92
9,Crosby,Beefy,DUB,45,SP/RP,0.9,0,5,4.35,20,20,60.0,0,0,0,32,25,70,29,8,4,3.81,985,273,33,0,.256,1.58,.000,.363,1.28,4.8,3.8,10.5,1.2,16.4,49.3,33,-1.01,0.009,4.80,-2.10,-2.10,-0.22,0.85
9,Leon,Esparza,HON,42,RP,0.3,3,2,4.35,16,0,20.2,0,0,0,12,1,25,10,4,2,3.70,306,88,10,0,.284,1.26,.600,.318,12.00,5.2,0.4,10.9,1.7,14.8,19.1,10,0.01,0.003,4.36,-0.40,-0.40,-0.04,0.30
9,Tristan,Wade,MFP,37,SP,0.7,2,4,4.37,9,9,35.0,2,0,0,16,19,39,17,2,1,3.61,518,155,17,0,.252,1.66,.133,.381,0.84,4.1,4.9,10.0,0.5,14.8,57.6,17,-0.08,0.005,4.35,0.30,0.30,0.03,0.69
9,August,Wheeler,SEO,42,SP/RP,0.9,7,3,4.37,36,3,59.2,0,0,0,51,18,58,29,7,2,3.37,956,250,31,0,.232,1.27,.700,.312,2.83,7.7,2.7,8.7,1.1,16.0,26.6,31,0.98,0.009,4.82,-1.26,-1.26,-0.13,0.92
9,Pond,Rumms,KBC,38,SP,0.9,1,4,4.38,20,20,61.2,1,1,0,45,10,59,30,9,2,3.44,913,248,33,1,.238,1.12,.200,.286,4.50,6.6,1.5,8.6,1.3,14.8,45.7,33,-0.30,0.009,4.77,-2.49,-2.49,-0.26,0.89
9,Collin,Bugby,GLA,34,SP,1.8,5,7,4.39,20,20,96.1,2,0,0,75,32,102,47,13,1,3.51,1572,414,49,2,.246,1.39,.417,.326,2.34,7.0,3.0,9.5,1.2,16.3,78.6,49,-1.00,0.014,4.48,0.21,0.21,0.02,1.82
9,Braydon,Easy,CAR,32,SP,1.3,6,8,4.42,20,20,91.2,0,0,0,76,44,105,45,14,3,3.72,1487,417,51,2,.252,1.63,.429,.365,1.73,7.5,4.3,10.3,1.4,16.2,74.4,51,-0.07,0.013,5.00,-4.13,-4.13,-0.43,1.28
9,Alessandra,Berenice,DAK,32,SP,1.3,4,7,4.42,20,20,91.2,1,0,0,80,32,83,45,14,1,3.54,1371,389,49,1,.213,1.25,.364,.298,2.50,7.9,3.1,8.1,1.4,15.0,68.6,49,0.29,0.013,4.84,-4.04,-4.04,-0.42,1.29
9,Dee,Bartlett,DUB,27,SP,1.6,4,9,4.42,21,20,95.2,2,1,0,90,27,101,47,15,3,3.47,1511,411,51,2,.246,1.34,.308,.319,3.13,8.5,2.5,9.5,1.4,15.8,72.0,51,-1.36,0.014,4.67,-1.76,-1.76,-0.18,1.60
9,Valerie,McKinney,CAR,36,SP,2.0,6,8,4.44,20,20,105.1,2,0,0,76,31,107,52,15,3,3.56,1524,445,54,2,.240,1.31,.429,.317,2.45,6.5,2.6,9.1,1.3,14.5,76.2,54,-0.07,0.015,4.61,-0.15,-0.15,-0.02,1.95
9,Liane,Wood,GLA,30,RP,1.0,6,1,4.48,44,0,62.1,0,0,1,56,18,62,31,8,2,3.38,953,262,32,0,.237,1.28,.857,.313,3.11,8.1,2.6,9.0,1.2,15.3,21.7,32,-0.61,0.009,4.53,-0.34,-0.34,-0.03,1.01
9,Kori,Greenman,MFP,22,SP,0.9,3,7,4.50,17,17,80.0,0,0,0,83,20,67,40,16,4,3.58,1240,327,45,2,.205,1.09,.300,.278,4.15,9.3,2.3,7.5,1.8,15.5,72.9,45,-0.14,0.012,5.05,-5.50,-5.50,-0.57,0.93
9,Heathcliffe,Shipwreck,NYN,31,RP,0.3,3,4,4.50,29,0,32.0,0,0,1,22,14,38,16,3,2,3.55,532,144,18,0,.264,1.63,.429,.375,1.57,6.2,3.9,10.7,0.8,16.6,18.3,18,0.17,0.005,5.11,-2.44,-2.44,-0.25,0.29
9,Bridget,Hornblower,PAL,35,RP,0.7,6,6,4.50,32,0,42.0,0,0,5,36,13,47,21,7,2,3.61,668,185,21,0,.254,1.43,.500,.335,2.77,7.7,2.8,10.1,1.5,15.9,20.9,21,-0.29,0.006,4.44,0.17,0.19,0.02,0.73
9,Amelie,Fry,MUN,32,RP,0.8,7,3,4.53,44,0,49.2,0,0,0,36,26,62,25,5,4,3.66,899,237,25,1,.262,1.77,.700,.388,1.38,6.5,4.7,11.2,0.9,18.1,20.4,25,0.19,0.007,4.56,-0.44,-0.44,-0.05,0.79
9,Neil,Vance,PAL,28,RP,0.6,3,4,4.54,33,0,41.2,0,0,3,37,11,53,21,4,0,3.19,693,190,22,1,.279,1.54,.429,.337,3.36,8.0,2.4,11.4,0.9,16.6,21.0,22,-0.32,0.006,4.68,-0.97,-0.97,-0.10,0.60
9,Rhett,Sasso,SCS,37,SP,1.4,6,6,4.56,20,20,100.2,3,0,0,65,39,98,51,13,6,3.68,1528,438,55,3,.224,1.36,.500,.326,1.67,5.8,3.5,8.8,1.2,15.2,76.4,55,0.21,0.015,4.94,-4.93,-4.93,-0.51,1.37
9,Tabitha,Abaxi,JAK,30,SP,1.3,6,7,4.56,20,20,94.2,0,0,0,70,38,98,48,11,6,3.58,1549,415,49,1,.236,1.44,.462,.342,1.84,6.7,3.6,9.3,1.0,16.4,77.5,49,1.09,0.014,4.76,-4.06,-4.06,-0.42,1.35
9,Connor,Buck,MSLA,31,RP,0.7,6,3,4.58,46,0,59.0,0,0,7,56,30,53,30,7,2,3.52,956,259,32,1,.205,1.41,.667,.328,1.87,8.5,4.6,8.1,1.1,16.2,20.8,32,-0.20,0.009,4.85,-2.81,-2.81,-0.29,0.71
9,Pat,Crocker,BUS,30,RP,0.2,7,7,4.58,40,0,53.0,0,0,5,34,21,49,27,7,0,3.64,818,228,33,0,.215,1.32,.500,.307,1.62,5.8,3.6,8.3,1.2,15.4,20.5,33,0.79,0.008,5.74,-6.50,-6.50,-0.67,0.23
9,Rey,Solomon,NYN,36,SP,0.6,3,4,4.63,14,14,58.1,1,0,0,39,38,59,30,7,4,3.89,1064,271,33,1,.218,1.66,.429,.373,1.03,6.0,5.9,9.1,1.1,18.2,76.0,33,0.30,0.008,5.14,-4.50,-4.50,-0.46,0.62
9,Kayson,Sandoval,PAL,26,RP,0.3,2,1,4.66,27,0,29.0,0,0,2,19,10,36,15,6,0,3.90,445,129,16,1,.279,1.59,.667,.357,1.90,5.9,3.1,11.2,1.9,15.3,16.5,16,-0.22,0.004,4.90,-1.37,-1.37,-0.14,0.35
9,Went,Maneah,BOS,34,SP,1.3,8,6,4.72,20,20,97.1,0,0,0,77,47,90,51,11,2,3.57,1517,418,53,1,.215,1.41,.571,.333,1.64,7.1,4.3,8.3,1.0,15.6,75.9,53,1.30,0.014,5.02,-4.61,-4.61,-0.47,1.34
9,Dainty,Strong,CDMX,34,SP,1.0,4,5,4.72,20,20,74.1,0,0,0,49,35,87,39,9,6,3.74,1251,342,40,0,.254,1.64,.444,.374,1.40,5.9,4.2,10.5,1.1,16.8,62.6,40,0.45,0.011,4.90,-3.79,-3.79,-0.39,1.00
9,Evangeline,Arceus,CDMX,39,RP,0.5,2,1,4.75,39,0,41.2,0,0,1,34,11,48,22,2,1,3.05,629,178,22,0,.270,1.42,.667,.337,3.09,7.3,2.4,10.4,0.4,15.1,16.1,22,0.24,0.006,4.80,-1.79,-1.79,-0.18,0.51
9,Blaine,Alonzo,HON,37,SP,0.9,4,8,4.75,20,20,83.1,2,1,0,49,33,75,44,11,4,3.72,1334,356,45,0,.211,1.30,.133,.315,1.48,5.3,3.6,8.1,1.2,16.0,66.7,45,0.05,0.012,4.87,-6.10,-6.10,-0.63,0.93
9,Les,Hines,DAK,28,RP,0.2,8,4,4.78,38,0,49.0,0,0,0,39,14,57,26,8,0,3.56,747,211,30,0,.270,1.45,.667,.336,2.79,7.2,2.6,10.5,1.5,15.2,19.7,30,0.17,0.007,5.54,-6.09,-6.09,-0.63,0.20
9,Grady,Barron,MFP,28,SP/RP,0.9,3,4,4.78,52,0,84.2,0,0,5,65,26,103,45,15,3,3.70,1342,372,47,2,.277,1.52,.429,.355,2.50,6.9,2.8,10.9,1.6,15.9,25.8,47,-0.18,0.012,4.98,-5.36,-5.36,-0.55,0.95
9,Gertrude,Bean,MSLA,36,SP,1.1,6,9,4.81,20,20,86.0,2,1,0,41,47,78,46,15,1,4.10,1393,374,48,1,.209,1.45,.400,.337,0.87,4.3,4.9,8.2,1.6,16.2,69.7,48,-0.34,0.013,4.99,-5.21,-5.21,-0.54,1.07
9,Austin,Loins,BSD,33,SP,1.0,3,10,4.85,20,20,89.0,3,1,0,72,29,101,48,11,4,3.47,1436,393,49,1,.257,1.46,.231,.341,2.48,7.3,2.9,10.2,1.1,16.1,71.8,49,0.55,0.013,5.01,-6.60,-6.60,-0.68,0.99
9,Kayson,Guevara,SPT,29,SP,1.0,5,9,4.92,21,20,89.2,1,1,0,72,37,89,49,10,1,3.47,1486,394,52,1,.226,1.41,.357,.322,1.95,7.2,3.7,8.9,1.0,16.6,70.8,52,-1.84,0.013,5.04,-6.89,-6.89,-0.71,0.96
9,Julio,Wheeler,BSD,25,SP,0.8,7,6,4.94,20,20,93.0,0,0,0,76,34,96,51,12,4,3.52,1504,403,53,2,.238,1.40,.538,.333,2.24,7.4,3.3,9.3,1.2,16.2,75.2,53,0.55,0.014,5.18,-8.67,-8.67,-0.89,0.85
9,Bryant,Wiley,GLA,27,SP,1.1,4,7,4.95,20,20,87.1,2,1,0,77,32,97,48,6,3,3.21,1454,389,50,1,.249,1.48,.364,.339,2.41,7.9,3.3,10.0,0.6,16.6,72.7,50,-0.93,0.013,5.06,-5.36,-5.36,-0.55,1.08
9,Ivor,Plows,HAV,38,SP,1.0,4,10,4.97,20,20,87.0,2,2,0,59,29,99,48,8,1,3.39,1379,388,50,1,.255,1.47,.286,.332,2.03,6.1,3.0,10.2,0.8,15.9,69.0,50,-0.51,0.013,5.12,-6.58,-6.58,-0.68,0.95
9,Cade,Ricci,PAL,38,SP,0.5,4,9,4.97,20,20,87.0,0,0,0,70,32,89,48,14,4,3.67,1373,381,55,1,.234,1.39,.308,.328,2.19,7.2,3.3,9.2,1.4,15.8,68.7,55,-0.60,0.013,5.63,-10.95,-10.95,-1.13,0.50
9,Holden,Harrison,BBR,25,SP,0.9,2,7,5.00,20,20,86.1,0,0,0,73,37,103,48,13,6,3.69,1447,400,49,0,.258,1.62,.222,.365,1.97,7.6,3.9,10.7,1.4,16.8,72.4,49,0.39,0.013,5.15,-6.92,-6.92,-0.71,0.90
9,Bronson,Donson,NYN,37,SP,1.1,4,7,5.02,20,20,95.0,1,0,0,54,41,99,53,10,4,3.65,1509,419,53,0,.236,1.47,.364,.344,1.32,5.1,3.9,9.4,0.9,15.9,75.5,53,0.50,0.014,5.07,-6.60,-6.60,-0.68,1.10
9,Jacqueline,Barajas,MTL,32,SP,0.9,5,7,5.05,20,20,92.2,1,0,0,77,32,99,52,14,4,3.59,1478,406,54,1,.244,1.41,.417,.333,2.41,7.5,3.1,9.6,1.4,15.9,73.9,54,0.51,0.013,5.29,-8.14,-8.14,-0.84,0.89
9,Robo,Simon,BUS,40,RP,0.2,5,1,5.08,36,0,39.0,0,0,7,33,17,45,22,3,0,3.31,602,173,24,0,.260,1.59,.833,.358,1.94,7.6,3.9,10.4,0.7,15.4,16.7,24,0.57,0.006,5.67,-4.49,-4.49,-0.46,0.20
9,Juan,Toolsy,SPT,33,SP,1.0,4,8,5.08,19,19,79.2,1,0,0,63,28,98,45,7,7,3.39,1353,365,45,2,.268,1.58,.133,.364,2.25,7.1,3.2,11.1,0.8,17.0,71.2,45,-1.74,0.012,4.89,-4.81,-4.81,-0.49,0.99
9,Lando,Dean,MTL,30,SP/RP,0.5,5,2,5.09,45,1,70.2,0,0,0,67,25,76,40,12,2,3.59,1099,314,42,4,.242,1.43,.714,.328,2.68,8.5,3.2,9.7,1.5,15.6,24.4,42,0.38,0.010,5.40,-7.18,-7.18,-0.74,0.51
